Order ID,Order Date,Country,City,State,Category,Product Name,Quantity,Profit
NC-2017-896760,01-05-2015,United States,Nancymouth,Illinois,Labels,Shipping Labels,9,392.47
IA-2014-757593,02-05-2015,United States,Alexanderstad,Washington,Furnishings,Standing Desk,6,-12.82
NE-2020-689486,02-05-2015,United States,Rodrigueztown,Ohio,Storage,Vertical Stackable Tray,9,65.75
CT-2016-590755,02-05-2015,United States,Smithmouth,Florida,Storage,Mobile Pedestal,8,-5.01
WV-2020-636869,02-05-2015,United States,West John,Illinois,Furnishings,Office Chair,10,485.66
KS-2018-697884,02-05-2015,United States,New Jean,Ohio,Storage,Steel Filing Cabinet,8,-179.16
VA-2022-241381,02-05-2015,United States,Lozanoville,Nevada,Furnishings,Standing Desk,3,698.28
NE-2021-487670,03-05-2015,United States,Port Christine,Texas,Copiers,HP LaserJet Pro,3,452.88
MD-2004-590754,03-05-2015,United States,Janiceside,Illinois,Copiers,Xerox 3000,7,795.35
AL-2006-593842,03-05-2015,United States,Watsonton,Illinois,Furnishings,Office Chair,4,254.97
VT-2014-181468,03-05-2015,United States,Pughtown,Washington,Copiers,Canon ImageRunner,10,782.44
CA-2016-516426,03-05-2015,United States,Joannaton,Washington,Copiers,Xerox 3000,2,178.94
VT-2014-525456,03-05-2015,United States,Dillonfort,California,Storage,Vertical Stackable Tray,7,837.56
NC-2007-314859,04-05-2015,United States,West Marcobury,Georgia,Labels,Address Labels,1,466.02
MA-2008-929029,04-05-2015,United States,West Scottfurt,Illinois,Labels,Color Coding Labels,9,841.55
WV-2012-992629,04-05-2015,United States,Huffmanport,Texas,Copiers,Xerox 3000,6,819.58
PA-2014-145280,04-05-2015,United States,North Brad,New York,Accessories,Inkjet Printer Ink,5,257.86
OH-2018-750186,04-05-2015,United States,Laneview,Florida,Copiers,HP LaserJet Pro,8,417.84
DE-2005-119506,04-05-2015,United States,Christopherside,Idaho,Accessories,Calculator,8,120.32
MD-2011-254723,05-05-2015,United States,Katherineburgh,California,Accessories,Inkjet Printer Ink,2,304.69
KS-2023-890285,05-05-2015,United States,New Staceymouth,Texas,Labels,Shipping Labels,9,256.41
KY-2024-192627,05-05-2015,United States,Matthewfurt,California,Furnishings,Office Chair,6,330.84
TX-2024-265327,05-05-2015,United States,East Karenview,Idaho,Copiers,HP LaserJet Pro,9,549.47
IN-2025-979960,06-05-2015,United States,East Danielland,Georgia,Copiers,Canon ImageRunner,3,-180.3
AK-2014-659134,06-05-2015,United States,Millertown,Washington,Storage,Steel Filing Cabinet,10,758.36
NE-2016-787627,06-05-2015,United States,Justinfurt,Georgia,Storage,Mobile Pedestal,9,986.38
CA-2005-402012,06-05-2015,United States,Erikaport,Ohio,Furnishings,Office Chair,10,-39.6
OR-2025-257107,06-05-2015,United States,North Katelynfurt,California,Furnishings,Standing Desk,4,436.91
CT-2009-399298,07-05-2015,United States,Burtontown,Idaho,Accessories,Inkjet Printer Ink,7,806.96
NJ-2008-824217,07-05-2015,United States,Leetown,Idaho,Furnishings,Table Lamp,8,556.43
AR-2002-141942,07-05-2015,United States,West Monique,Ohio,Furnishings,Office Chair,4,-122.2
AK-2001-580941,07-05-2015,United States,Andrewville,New York,Labels,Color Coding Labels,9,243.3
NJ-2004-419345,07-05-2015,United States,Andreaburgh,Illinois,Storage,Vertical Stackable Tray,1,-196.71
WA-2006-306701,08-05-2015,United States,Josephburgh,Georgia,Accessories,Inkjet Printer Ink,9,316.49
MA-2025-760018,08-05-2015,United States,Sherrimouth,Nevada,Labels,Address Labels,6,887.74
IN-2017-928892,08-05-2015,United States,Port Seanfurt,Illinois,Furnishings,Standing Desk,9,681.84
ME-2003-470694,08-05-2015,United States,Jenniferport,Ohio,Accessories,Inkjet Printer Ink,9,892.42
VA-2014-829928,08-05-2015,United States,West Sarahview,Washington,Accessories,Inkjet Printer Ink,3,285.81
WA-2018-688842,09-05-2015,United States,East Bryan,Georgia,Accessories,Inkjet Printer Ink,3,659.53
UT-2018-966969,09-05-2015,United States,Campbellport,Illinois,Furnishings,Standing Desk,7,537.78
HI-2016-834242,09-05-2015,United States,Grayton,Idaho,Copiers,Canon ImageRunner,7,338.16
NJ-2021-357133,09-05-2015,United States,South William,Illinois,Accessories,Calculator,4,675.52
IL-2003-877447,09-05-2015,United States,Sarahhaven,Texas,Copiers,Xerox 3000,10,-53.37
MO-2009-871886,10-05-2015,United States,Brownfort,Ohio,Copiers,Canon ImageRunner,8,615.86
WV-2007-868709,10-05-2015,United States,West Patrickburgh,Illinois,Furnishings,Table Lamp,3,33.47
AL-2003-741970,10-05-2015,United States,North Eugene,Idaho,Accessories,Stapler,10,320.14
IA-2020-468282,10-05-2015,United States,Port Johnstad,Texas,Labels,Color Coding Labels,8,325.07
CO-2004-528522,10-05-2015,United States,East Michael,New York,Copiers,Canon ImageRunner,10,670.8
RI-2020-812385,10-05-2015,United States,Sanchezbury,Washington,Accessories,Stapler,10,368.49
NE-2018-466595,10-05-2015,United States,Tanyamouth,Idaho,Copiers,Canon ImageRunner,3,891.58
TX-2011-606262,10-05-2015,United States,Aguilarborough,Texas,Labels,Address Labels,2,872.31
MD-2023-505039,11-05-2015,United States,Stevenville,New York,Accessories,Inkjet Printer Ink,4,254.4
CT-2015-884813,11-05-2015,United States,Gilbertstad,Ohio,Accessories,Inkjet Printer Ink,3,218.97
AK-2020-885290,11-05-2015,United States,Martinezport,Georgia,Furnishings,Table Lamp,9,330.23
CO-2007-762045,11-05-2015,United States,Lake Ericton,New York,Labels,Color Coding Labels,8,-103.07
NY-2014-664844,11-05-2015,United States,Keyside,Florida,Copiers,HP LaserJet Pro,6,148.28
AR-2015-645593,11-05-2015,United States,East Heidiberg,Texas,Accessories,Stapler,3,600.18
ID-2015-691845,11-05-2015,United States,West Christopherhaven,Ohio,Copiers,HP LaserJet Pro,5,626.66
VA-2011-633465,11-05-2015,United States,West Stephanieland,Washington,Furnishings,Standing Desk,6,785.1
HI-2002-996275,11-05-2015,United States,Karabury,California,Accessories,Stapler,4,588.52
NM-2017-508185,12-05-2015,United States,Lake Erictown,Illinois,Accessories,Stapler,6,276.4
NE-2003-158840,12-05-2015,United States,North Jaredchester,Washington,Copiers,Canon ImageRunner,5,720.54
UT-2001-328525,12-05-2015,United States,North Kelsey,Texas,Copiers,Xerox 3000,7,590.94
DC-2022-490583,12-05-2015,United States,Lake Morganburgh,New York,Furnishings,Table Lamp,8,44.97
OR-2013-333452,13-05-2015,United States,Morganstad,Illinois,Copiers,Xerox 3000,8,464.53
NM-2025-776691,13-05-2015,United States,South Sally,California,Storage,Mobile Pedestal,4,896.93
MD-2023-268421,13-05-2015,United States,Longview,Washington,Furnishings,Office Chair,8,-111.6
KS-2016-400641,14-05-2015,United States,West Chloemouth,Idaho,Accessories,Calculator,1,373.23
IA-2010-731347,14-05-2015,United States,Laceyville,New York,Furnishings,Table Lamp,8,983.41
IN-2014-117812,14-05-2015,United States,Mccoyberg,New York,Storage,Vertical Stackable Tray,7,176.34
MD-2004-510367,15-05-2015,United States,Jacksonside,Florida,Furnishings,Office Chair,9,-120.96
CA-2007-485750,15-05-2015,United States,Barrettberg,California,Furnishings,Office Chair,9,745.26
WA-2000-756342,15-05-2015,United States,Vickifort,Florida,Copiers,Xerox 3000,4,45.98
MS-2023-712714,15-05-2015,United States,Lake Matthewport,Nevada,Accessories,Stapler,9,385.17
DC-2010-817999,15-05-2015,United States,North Erichaven,Texas,Storage,Vertical Stackable Tray,6,-170.95
AL-2010-631082,15-05-2015,United States,New Sarahview,Georgia,Labels,Address Labels,6,190.71
CO-2011-594281,15-05-2015,United States,Rhondachester,Florida,Labels,Color Coding Labels,7,685.13
TN-2025-886306,16-05-2015,United States,Wilsonberg,California,Storage,Vertical Stackable Tray,1,-3.44
IA-2011-701054,16-05-2015,United States,East Nancy,Ohio,Furnishings,Office Chair,4,677.99
ME-2009-790200,16-05-2015,United States,Robertborough,Texas,Labels,Color Coding Labels,8,140.54
WA-2018-265258,16-05-2015,United States,Matthewberg,Washington,Labels,Address Labels,1,291.11
MS-2008-818810,16-05-2015,United States,Dayfort,New York,Accessories,Stapler,4,61.17
NV-2020-810606,16-05-2015,United States,New Zachary,Ohio,Copiers,HP LaserJet Pro,10,-0.43
ID-2022-431238,16-05-2015,United States,Lisashire,Florida,Labels,Shipping Labels,7,978.3
ND-2001-746592,16-05-2015,United States,Williamchester,Nevada,Copiers,Canon ImageRunner,6,347.3
HI-2019-500016,16-05-2015,United States,Carrollland,Washington,Accessories,Stapler,2,463.42
NV-2013-470824,16-05-2015,United States,New Chelsea,Texas,Copiers,Canon ImageRunner,5,-46.86
WA-2002-716011,16-05-2015,United States,New Joshua,Florida,Copiers,Canon ImageRunner,7,872.61
DC-2007-305933,16-05-2015,United States,Williamsonview,Texas,Furnishings,Table Lamp,4,-194.14
KS-2008-148749,17-05-2015,United States,Davischester,Illinois,Accessories,Stapler,6,635.17
AR-2024-748129,17-05-2015,United States,West Michaelstad,Ohio,Storage,Mobile Pedestal,7,-54.06
SC-2014-514260,17-05-2015,United States,Rickville,Illinois,Storage,Vertical Stackable Tray,9,426.84
MS-2017-493268,18-05-2015,United States,Gravesside,Texas,Furnishings,Office Chair,3,153.78
VT-2006-846154,18-05-2015,United States,Meganshire,Nevada,Storage,Vertical Stackable Tray,7,519.61
IA-2007-963036,18-05-2015,United States,Lake Christopher,Ohio,Storage,Vertical Stackable Tray,4,612.2
CT-2007-460786,18-05-2015,United States,Lake Beverly,New York,Storage,Mobile Pedestal,3,387.94
HI-2002-693943,18-05-2015,United States,Gordonhaven,Idaho,Furnishings,Standing Desk,2,399.04
CO-2001-813515,18-05-2015,United States,Amystad,Florida,Accessories,Calculator,3,604.88
ME-2015-533822,18-05-2015,United States,Mariahmouth,Illinois,Storage,Vertical Stackable Tray,3,828.08
HI-2021-181921,18-05-2015,United States,West Sandra,Texas,Labels,Color Coding Labels,2,850.79
VA-2023-922311,18-05-2015,United States,New Angel,Florida,Storage,Vertical Stackable Tray,3,561.47
WA-2007-588284,18-05-2015,United States,Port Shannonland,Illinois,Copiers,Xerox 3000,1,520.72
NC-2014-565590,18-05-2015,United States,North Jamie,Texas,Storage,Steel Filing Cabinet,9,230.86
DE-2007-892862,18-05-2015,United States,Huntmouth,Georgia,Storage,Vertical Stackable Tray,2,-199.87
CA-2015-949257,18-05-2015,United States,Wellston,Florida,Accessories,Stapler,2,889.76
DE-2008-192988,18-05-2015,United States,East Alisonbury,Illinois,Furnishings,Standing Desk,3,726.51
KY-2015-243803,19-05-2015,United States,Bellmouth,Washington,Labels,Address Labels,1,-153.79
CT-2001-343529,19-05-2015,United States,Johnhaven,New York,Copiers,Xerox 3000,7,611.32
NH-2022-208250,19-05-2015,United States,North Tiffanyside,Washington,Accessories,Inkjet Printer Ink,3,515.13
NC-2004-773811,19-05-2015,United States,Stephaniehaven,Washington,Storage,Vertical Stackable Tray,1,24.81
WA-2004-243316,20-05-2015,United States,East Susan,California,Labels,Address Labels,10,729.06
ID-2010-127536,20-05-2015,United States,East Scott,Washington,Labels,Shipping Labels,6,-172.84
NH-2000-290904,20-05-2015,United States,Lake Timothy,Illinois,Labels,Shipping Labels,9,624.76
MT-2011-929981,20-05-2015,United States,South Jamesshire,Idaho,Storage,Vertical Stackable Tray,7,949.47
NM-2004-758956,20-05-2015,United States,Humphreyberg,New York,Furnishings,Standing Desk,7,350.28
NJ-2015-722742,20-05-2015,United States,Jacksonton,Idaho,Labels,Address Labels,9,143.95
MD-2019-847582,20-05-2015,United States,Linshire,Ohio,Storage,Mobile Pedestal,6,539.3
MN-2024-479983,20-05-2015,United States,Dillonstad,Illinois,Storage,Steel Filing Cabinet,9,369.65
AL-2016-254399,21-05-2015,United States,Lake Matthewview,Texas,Storage,Vertical Stackable Tray,6,557.36
OR-2013-217299,21-05-2015,United States,Brownmouth,New York,Furnishings,Table Lamp,9,646.94
HI-2002-272539,21-05-2015,United States,Kaiserfort,Texas,Labels,Address Labels,2,839.75
AR-2001-215935,21-05-2015,United States,Louistown,Florida,Labels,Color Coding Labels,7,974.24
AZ-2022-964018,21-05-2015,United States,Wigginston,Nevada,Storage,Mobile Pedestal,5,304.1
AK-2011-469082,21-05-2015,United States,Larryville,Ohio,Labels,Shipping Labels,5,86.29
NM-2019-671850,21-05-2015,United States,South Haydenmouth,Ohio,Furnishings,Standing Desk,9,634.11
IA-2008-472724,21-05-2015,United States,Port Nicholas,Georgia,Storage,Vertical Stackable Tray,8,978.62
WY-2012-281204,22-05-2015,United States,Jessicaburgh,Idaho,Storage,Steel Filing Cabinet,9,840.46
WA-2008-527013,22-05-2015,United States,Mooretown,New York,Copiers,Canon ImageRunner,2,928.86
KS-2025-920961,22-05-2015,United States,Sandraburgh,New York,Labels,Color Coding Labels,9,621.64
LA-2010-956959,22-05-2015,United States,Woodwardshire,Texas,Furnishings,Table Lamp,4,-159.7
TX-2012-980700,22-05-2015,United States,Port Christinaland,Texas,Copiers,Xerox 3000,9,105.27
WY-2011-381442,22-05-2015,United States,Ritaland,New York,Accessories,Inkjet Printer Ink,10,462.94
NJ-2024-959691,22-05-2015,United States,Farmerside,Washington,Furnishings,Table Lamp,2,34.8
SD-2018-436341,22-05-2015,United States,Lake Teresa,Florida,Furnishings,Standing Desk,2,286.62
NY-2022-845790,22-05-2015,United States,New Margaretstad,Florida,Storage,Mobile Pedestal,1,940.48
MD-2020-128868,23-05-2015,United States,Lake Benjamin,Georgia,Storage,Steel Filing Cabinet,4,-82.69
WY-2020-640831,23-05-2015,United States,Ortegashire,Ohio,Storage,Mobile Pedestal,10,184.86
FL-2018-318720,23-05-2015,United States,Smithhaven,California,Furnishings,Table Lamp,10,55.32
KY-2016-664520,23-05-2015,United States,Nicolebury,Georgia,Storage,Steel Filing Cabinet,3,445.7
NH-2022-699937,23-05-2015,United States,North Patriciaberg,Nevada,Copiers,Canon ImageRunner,6,679.06
ND-2012-310836,23-05-2015,United States,Craigville,Nevada,Copiers,HP LaserJet Pro,4,309.77
VA-2012-464990,23-05-2015,United States,West Alanfurt,Ohio,Furnishings,Standing Desk,6,627.72
SD-2015-238125,23-05-2015,United States,Port Donnabury,California,Labels,Address Labels,1,-0.35
VA-2014-791778,24-05-2015,United States,Meganshire,Georgia,Copiers,Canon ImageRunner,4,-63.52
WY-2017-686271,24-05-2015,United States,New Renee,Florida,Labels,Shipping Labels,5,712.92
FL-2007-452345,24-05-2015,United States,Robertshire,Nevada,Storage,Mobile Pedestal,9,833.74
MO-2016-415169,24-05-2015,United States,Port Alexander,Georgia,Copiers,Canon ImageRunner,8,572.89
AL-2013-354276,24-05-2015,United States,Micheleburgh,Florida,Storage,Vertical Stackable Tray,3,167.24
PA-2005-852037,24-05-2015,United States,West Regina,Georgia,Storage,Vertical Stackable Tray,5,357.06
AR-2018-202176,25-05-2015,United States,New Thomas,Washington,Copiers,Canon ImageRunner,9,333.75
KS-2022-407284,25-05-2015,United States,Port Donnaton,New York,Labels,Color Coding Labels,7,158.69
SC-2024-852253,25-05-2015,United States,West Angie,Texas,Copiers,Xerox 3000,5,950.03
AZ-2001-980702,25-05-2015,United States,Port Jameschester,Ohio,Furnishings,Standing Desk,3,724.13
SD-2012-288565,26-05-2015,United States,Lake Ronald,Georgia,Furnishings,Standing Desk,1,959.38
CA-2007-904256,26-05-2015,United States,West Luke,Ohio,Furnishings,Table Lamp,4,968.47
ND-2004-778526,26-05-2015,United States,North Brandonport,Washington,Accessories,Inkjet Printer Ink,8,331.09
NJ-2025-576277,26-05-2015,United States,South Richardland,New York,Furnishings,Table Lamp,10,213.61
WV-2001-376499,26-05-2015,United States,Lake Josephshire,Washington,Furnishings,Table Lamp,7,231.65
AK-2009-114317,26-05-2015,United States,Pennybury,Florida,Furnishings,Table Lamp,6,-41.22
MT-2021-271259,26-05-2015,United States,Port Rachel,Florida,Copiers,Canon ImageRunner,8,1.36
NH-2001-998771,27-05-2015,United States,North Stephanie,Washington,Furnishings,Standing Desk,1,158.12
TN-2007-280256,27-05-2015,United States,Maryberg,Washington,Labels,Shipping Labels,5,737.5
VA-2013-284030,27-05-2015,United States,Lake Matthewborough,Ohio,Storage,Mobile Pedestal,6,829.74
KS-2002-351718,27-05-2015,United States,West Jenniferport,Florida,Furnishings,Office Chair,1,813.81
MA-2022-963784,27-05-2015,United States,Ashleyton,Nevada,Furnishings,Standing Desk,9,345.46
AR-2001-848842,27-05-2015,United States,Kevinbury,California,Copiers,Xerox 3000,6,525.43
CA-2023-758315,27-05-2015,United States,Port Thomaston,Ohio,Furnishings,Table Lamp,7,299.3
OR-2015-332136,28-05-2015,United States,Michaelborough,Illinois,Labels,Address Labels,6,679.37
NV-2007-217012,28-05-2015,United States,New Donnaland,Florida,Accessories,Inkjet Printer Ink,4,161.37
KS-2025-188825,28-05-2015,United States,Lake Jeanside,Florida,Furnishings,Office Chair,10,538.68
CT-2018-386232,28-05-2015,United States,North Ryanborough,Nevada,Copiers,HP LaserJet Pro,7,615.05
VA-2021-274544,28-05-2015,United States,Robinberg,Idaho,Labels,Color Coding Labels,6,81.68
CT-2006-521665,28-05-2015,United States,Port Carolstad,Ohio,Labels,Address Labels,9,549.41
AZ-2022-341542,28-05-2015,United States,Martinezbury,Illinois,Furnishings,Office Chair,3,321.65
MA-2009-888824,29-05-2015,United States,Lake Brett,Florida,Furnishings,Table Lamp,6,481.44
AK-2019-722870,29-05-2015,United States,West Brianafort,Ohio,Furnishings,Table Lamp,3,508.29
LA-2021-594740,29-05-2015,United States,Petershire,Washington,Furnishings,Standing Desk,2,833.22
NH-2001-991655,30-05-2015,United States,West Jason,Nevada,Labels,Shipping Labels,2,983.9
ID-2011-494897,30-05-2015,United States,Sarahside,Washington,Furnishings,Office Chair,1,-152.69
MA-2005-946341,30-05-2015,United States,South Sheilabury,Texas,Copiers,Xerox 3000,8,925.91
IL-2000-884972,30-05-2015,United States,Petersburgh,Nevada,Labels,Color Coding Labels,2,73.5
NJ-2004-585951,30-05-2015,United States,East Kimberlyview,Texas,Labels,Address Labels,1,610.26
GA-2023-116929,30-05-2015,United States,Edwardsbury,Ohio,Furnishings,Table Lamp,3,194.23
MD-2024-673413,30-05-2015,United States,West Williamberg,Nevada,Furnishings,Office Chair,4,-126.41
DE-2007-944686,30-05-2015,United States,Lake Sean,Florida,Furnishings,Table Lamp,6,659.75
PA-2025-651951,30-05-2015,United States,Sherrystad,Texas,Storage,Vertical Stackable Tray,7,835.21
CT-2007-276466,31-05-2015,United States,Mortonport,Texas,Storage,Mobile Pedestal,6,75.25
TN-2004-904830,31-05-2015,United States,Mooreport,Ohio,Copiers,Canon ImageRunner,6,311.19
PA-2009-253963,31-05-2015,United States,Port Cheryl,California,Furnishings,Standing Desk,1,101.52
PA-2007-565755,01-06-2015,United States,West Blake,Illinois,Furnishings,Standing Desk,9,792.3
WI-2017-595279,01-06-2015,United States,Timothybury,Illinois,Furnishings,Standing Desk,2,275.41
MO-2006-887017,01-06-2015,United States,North Brianville,Idaho,Storage,Steel Filing Cabinet,9,450.14
OR-2018-493139,01-06-2015,United States,Morganhaven,Idaho,Labels,Shipping Labels,3,186.85
OR-2011-740205,01-06-2015,United States,New Michael,Georgia,Storage,Vertical Stackable Tray,7,443.17
OH-2018-364253,01-06-2015,United States,North Kristen,California,Labels,Color Coding Labels,3,869.72
NJ-2000-236498,01-06-2015,United States,Port Michael,California,Labels,Color Coding Labels,1,676.41
CT-2000-390268,01-06-2015,United States,Kanetown,New York,Accessories,Inkjet Printer Ink,8,439.07
KS-2003-828836,02-06-2015,United States,North Johnside,Florida,Furnishings,Table Lamp,2,540.94
AL-2016-215157,02-06-2015,United States,Hicksberg,Ohio,Accessories,Calculator,4,376.72
NY-2024-668816,02-06-2015,United States,Suzannechester,Texas,Furnishings,Office Chair,7,436.41
IN-2004-712836,02-06-2015,United States,Proctorhaven,Texas,Copiers,HP LaserJet Pro,6,838.4
OK-2019-525932,02-06-2015,United States,New Chelseabury,Texas,Furnishings,Standing Desk,10,781.6
DC-2007-816881,03-06-2015,United States,Danielleshire,Ohio,Accessories,Inkjet Printer Ink,9,-10.04
AR-2010-668764,03-06-2015,United States,Port Miranda,Illinois,Copiers,Xerox 3000,3,625.01
WI-2022-796772,03-06-2015,United States,Port Gregorymouth,Nevada,Furnishings,Standing Desk,6,842.62
OH-2009-238645,03-06-2015,United States,Warrenside,Nevada,Copiers,HP LaserJet Pro,7,49.77
NJ-2003-801785,03-06-2015,United States,Shannonmouth,New York,Accessories,Calculator,4,669.06
LA-2022-545622,04-06-2015,United States,Ronaldview,Idaho,Copiers,Xerox 3000,9,868.24
CO-2019-697732,04-06-2015,United States,Kyleport,Washington,Storage,Mobile Pedestal,4,-176.57
MD-2019-444918,04-06-2015,United States,West Michaelhaven,Nevada,Storage,Vertical Stackable Tray,9,322.85
NC-2010-704763,04-06-2015,United States,Rosemouth,Nevada,Furnishings,Office Chair,10,7.36
IN-2013-277855,05-06-2015,United States,New Anthonymouth,Nevada,Labels,Address Labels,10,526.59
OK-2002-388773,05-06-2015,United States,New Lisaland,Ohio,Labels,Color Coding Labels,8,-64.03
WI-2003-699121,05-06-2015,United States,North Joseph,Idaho,Storage,Mobile Pedestal,10,423.65
KY-2007-682537,05-06-2015,United States,Cardenaschester,Texas,Labels,Shipping Labels,9,-194.84
PA-2005-701761,05-06-2015,United States,New Dawnborough,Nevada,Furnishings,Office Chair,7,335.21
WY-2000-154823,06-06-2015,United States,Lake Katrina,Washington,Accessories,Calculator,2,544.62
MI-2014-249599,06-06-2015,United States,North Melindaton,Idaho,Labels,Color Coding Labels,9,189.08
WA-2021-490569,06-06-2015,United States,Davidchester,Idaho,Accessories,Calculator,5,305.41
NM-2023-321558,07-06-2015,United States,East Todd,Texas,Labels,Address Labels,8,557.3
FL-2020-676786,07-06-2015,United States,Manuelburgh,Florida,Labels,Shipping Labels,10,337.67
LA-2020-641921,07-06-2015,United States,Heatherfurt,Illinois,Labels,Color Coding Labels,8,914.84
AK-2015-326318,07-06-2015,United States,Sabrinaside,Nevada,Copiers,Canon ImageRunner,3,735.68
IN-2006-451573,07-06-2015,United States,Smithfort,New York,Labels,Shipping Labels,9,485.67
GA-2009-377253,07-06-2015,United States,Traciport,Washington,Accessories,Calculator,7,692.72
SC-2007-404205,07-06-2015,United States,Philliphaven,Florida,Accessories,Calculator,10,781.63
VT-2022-684527,07-06-2015,United States,Louisville,Nevada,Labels,Color Coding Labels,5,220.9
MT-2017-913301,07-06-2015,United States,Port Matthewview,California,Furnishings,Standing Desk,10,459.74
NM-2014-546597,08-06-2015,United States,Port Davidmouth,Nevada,Labels,Color Coding Labels,4,283.88
UT-2000-109207,08-06-2015,United States,Parkerville,Texas,Labels,Color Coding Labels,2,747.72
AL-2004-786195,08-06-2015,United States,South Amanda,Illinois,Furnishings,Table Lamp,4,676.99
AL-2007-977733,08-06-2015,United States,East Claireville,Nevada,Storage,Vertical Stackable Tray,10,463.43
CA-2014-758315,09-06-2015,United States,Evansmouth,Texas,Storage,Steel Filing Cabinet,8,258.9
LA-2004-548595,09-06-2015,United States,Lopezton,Georgia,Accessories,Inkjet Printer Ink,2,-187.49
NY-2021-135025,09-06-2015,United States,North Jeremyburgh,Georgia,Labels,Color Coding Labels,10,263.7
AR-2004-672531,09-06-2015,United States,Lake Kelliton,Texas,Furnishings,Standing Desk,2,475.84
AL-2023-814958,09-06-2015,United States,North Joseph,Ohio,Storage,Vertical Stackable Tray,7,931.35
DC-2006-411593,09-06-2015,United States,East Olivia,Florida,Storage,Mobile Pedestal,7,640.44
NM-2011-229726,09-06-2015,United States,Hernandezshire,California,Copiers,HP LaserJet Pro,6,-24.87
WV-2004-497579,10-06-2015,United States,Martinview,Florida,Storage,Mobile Pedestal,7,-195
WA-2015-221343,10-06-2015,United States,Lake Donna,Illinois,Furnishings,Table Lamp,8,273.77
DC-2024-754728,10-06-2015,United States,North David,Idaho,Accessories,Inkjet Printer Ink,5,93.26
KS-2015-246472,10-06-2015,United States,Lake Aaronton,Nevada,Labels,Shipping Labels,2,-104.16
DC-2012-994643,10-06-2015,United States,Norrisview,Texas,Storage,Steel Filing Cabinet,1,394.43
NV-2025-504441,10-06-2015,United States,North Adrian,Florida,Furnishings,Standing Desk,5,507.14
WI-2015-747527,10-06-2015,United States,Port Nicole,Florida,Furnishings,Standing Desk,2,681.71
